language,method,GridSize,boundary,ic,dt_out,timepoint,mass,pathname
Julia,NMG,64,neumann,50p,10,2,0.47695066947045106,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_mass.csv
Julia,NMG,512,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,NMG,512,neumann,25p,10,1,73339.3328844452,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,NMG,512,neumann,25p,10,2,74644.3382902145,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_25p_mass.csv
Julia,NMG,512,periodic,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_75p_mass.csv
Julia,NMG,512,periodic,75p,10,1,-73705.43179982198,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_75p_mass.csv
Julia,NMG,512,periodic,75p,10,2,-74785.62442005864,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_75p_mass.csv
Julia,SAV,64,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,SAV,64,periodic,25p,10,1,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,SAV,64,periodic,25p,10,2,2.2737367544323206e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,NMG,64,neumann,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_75p_mass.csv
Julia,NMG,64,neumann,75p,10,1,-7.294757394696717,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_75p_mass.csv
Julia,NMG,64,neumann,75p,10,2,-7.289565798143485,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_75p_mass.csv
Julia,SAV,128,periodic,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_75p_mass.csv
Julia,SAV,128,periodic,75p,10,1,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_75p_mass.csv
Julia,SAV,128,periodic,75p,10,2,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_75p_mass.csv
Julia,SAV,128,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,SAV,128,periodic,25p,10,1,1.8189894035458565e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,SAV,128,periodic,25p,10,2,3.637978807091713e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,SAV,64,periodic,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
Julia,SAV,64,periodic,50p,10,1,3.907985046680551e-14,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
Julia,SAV,64,periodic,50p,10,2,3.552713678800501e-15,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
Julia,NMG,256,neumann,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,NMG,256,neumann,75p,10,1,-7354.2068528554555,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,NMG,256,neumann,75p,10,2,-8284.94057326228,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,SAV,128,periodic,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,SAV,128,periodic,50p,10,1,8.597567102697212e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,SAV,128,periodic,50p,10,2,3.552713678800501e-14,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,NMG,64,periodic,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,NMG,64,periodic,75p,10,1,-8.276645395739934,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,NMG,64,periodic,75p,10,2,-8.32855700386608,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,NMG,128,neumann,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,NMG,128,neumann,75p,10,1,-177.02606722746714,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,NMG,128,neumann,75p,10,2,-185.0091430625398,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,NMG,64,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,NMG,64,neumann,25p,10,1,7.295001036287886,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,NMG,64,neumann,25p,10,2,7.294321970014153,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,NMG,128,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,NMG,128,periodic,25p,10,1,176.07266139299372,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,NMG,128,periodic,25p,10,2,179.88606194244767,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_25p_mass.csv
Julia,NMG,128,periodic,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,NMG,128,periodic,50p,10,1,-4.2145979265315745,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,NMG,128,periodic,50p,10,2,-9.003399050577137,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_mass.csv
Julia,NMG,256,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,NMG,256,periodic,25p,10,1,7426.354853489567,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,NMG,256,periodic,25p,10,2,8179.636957562965,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_25p_mass.csv
Julia,SAV,256,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,SAV,256,neumann,25p,10,1,-1.4551915228366852e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,SAV,256,neumann,25p,10,2,7.275957614183426e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_25p_mass.csv
Julia,NMG,64,periodic,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,NMG,64,periodic,25p,10,1,7.770051418663115,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,NMG,64,periodic,25p,10,2,7.827306352344522,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_25p_mass.csv
Julia,NMG,128,neumann,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_mass.csv
Julia,NMG,128,neumann,50p,10,1,10.373287472622941,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_mass.csv
Julia,NMG,128,neumann,50p,10,2,11.287790850915535,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_mass.csv
Julia,SAV,128,neumann,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,SAV,128,neumann,75p,10,1,-1.8189894035458565e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,SAV,128,neumann,75p,10,2,-2.2737367544323206e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_75p_mass.csv
Julia,NMG,512,periodic,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_mass.csv
Julia,NMG,512,periodic,50p,10,1,262.2965087194998,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_mass.csv
Julia,NMG,512,periodic,50p,10,2,32.08440141205267,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_mass.csv
Julia,SAV,64,periodic,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,SAV,64,periodic,75p,10,1,4.547473508864641e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,SAV,64,periodic,75p,10,2,4.547473508864641e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_75p_mass.csv
Julia,SAV,256,neumann,75p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,SAV,256,neumann,75p,10,1,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,SAV,256,neumann,75p,10,2,-1.6370904631912708e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_75p_mass.csv
Julia,SAV,64,neumann,25p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,SAV,64,neumann,25p,10,1,-5.684341886080802e-14,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,SAV,64,neumann,25p,10,2,-1.1368683772161603e-13,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_10_25p_mass.csv
Julia,SAV,256,neumann,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_mass.csv
Julia,SAV,256,neumann,50p,10,1,-3.772981926886132e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_mass.csv
Julia,SAV,256,neumann,50p,10,2,-3.701927653310122e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_mass.csv
Julia,SAV,512,neumann,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_mass.csv
Julia,SAV,512,neumann,50p,10,1,-4.831690603168681e-12,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_mass.csv
Julia,SAV,512,neumann,50p,10,2,-1.9241497284383513e-11,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_mass.csv
Julia,NMG,64,periodic,50p,10,0,0.0,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
Julia,NMG,64,periodic,50p,10,1,-1.348986232035399,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_mass.csv
