simulation,language,nx,gam,dt,tol,max_it,max_it_CH,time_passed (sec)
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7800.620629838
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7955.16769197
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7967.771255674
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8055.585819754
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8076.782394199
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8131.910317067
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8117.957995503
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8325.119557051
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8567.247504497
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8326.300119792
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8381.357582449
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8536.676222595
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8478.968073474
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8536.51628145
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8682.295150524
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8711.04459217
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8904.922287879
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9505.3485474
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9472.301699653
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7557.918055301
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7684.467355148
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7702.248521133
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7897.700063174
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7922.855105584
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8049.844203447
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8321.464375383
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8380.042590866
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8516.276386951
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8527.915167436
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8144.801648834
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8364.103749516
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8412.809732098
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8552.369791957
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8572.421528059
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8552.352689834
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8514.008230351
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8564.999089192
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8780.226049597
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8919.80806746
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7130.028493578
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7187.741219939
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7201.655949025
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7351.544964188
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7283.768562632
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7326.799226201
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7355.527266739
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7195.204394791
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7363.874028249
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7291.416793617
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7435.363747125
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7375.064823272
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7478.16385318
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7428.417029931
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7418.524912956
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7402.740396921
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7558.805412933
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7586.806051339
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7411.076329107
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7501.381903541
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7456.652145142
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7187.159529804
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7423.885622389
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7829.946325978
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7552.531945808
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7713.125405509
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8277.728343456
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8206.774811503
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8260.829286889
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7503.503156084
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8545.17868519
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8654.989889214
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8826.415362247
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9050.44936058
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,9109.455726907
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7715.132395381
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7883.2760182
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7882.945622142
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7626.36867008
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7925.533436437
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8244.645586956
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8261.058950787
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8087.106484685
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,5724.503677228
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,5905.000559808
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,5810.404703912
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6070.532437193
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,5906.699208292
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6212.548665
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6265.038434948
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6215.536737693
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6236.227607733
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6192.027625683
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6297.864567178
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6500.933425721
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6570.038741233
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6560.764378155
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6633.906418403
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6731.209419355
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6755.992922278
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6750.627559719
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7233.804788518
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7319.768862849
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7229.554286744
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7153.760135204
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7565.27120362
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7445.946319108
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7611.485937876
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7972.563895946
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7725.550206952
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7985.265046074
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8087.773538207
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8135.227635205
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7923.052090867
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8138.991206387
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8018.543445809
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8195.117618696
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8121.765597055
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8003.726772688
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8246.632997211
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8104.001228839
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8182.213143014
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8235.865814483
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8074.679999799
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8210.270137372
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8075.375020024
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8296.685302389
CPC_geometry_domain_0_2_e_0.0075,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8449.772786405
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,937.799651241
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,968.150626806
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,972.671164837
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1002.265693301
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1012.357333264
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1043.847506397
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1050.574394687
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1067.653914831
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1082.566850717
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1084.183473516
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1117.47698671
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1167.008787524
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1167.786239287
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1168.173405297
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1171.400594926
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1174.522863607
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1176.93023442
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1188.625845142
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1195.195802826
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1225.430547332
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1229.433451362
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1230.382091554
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1248.74281972
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1253.458208561
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1257.232003483
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1257.669682606
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1259.49759886
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1259.804394027
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1264.19076599
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1269.137405399
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1272.54708491
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1274.023655749
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1276.212514213
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1284.018788442
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1289.404320117
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1297.116477086
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1302.074187301
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1305.447664391
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1311.839017146
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1315.773206686
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1324.461351066
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1337.155009347
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1354.026933132
CPC_geometry_domain_0_2_e_0.0075,Julia,256,0.0075,1.52587890625e-6,1.0e-5,19661,10000,1356.925620217
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,6628.634510464
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7197.351369906
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7166.195127892
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7178.461451348
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7242.375016635
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7443.759537971
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7378.157620263
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7471.35559136
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7454.008424635
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7446.481008006
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7542.77984757
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7631.375893965
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7522.97817204
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7688.286517359
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7478.905848684
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7597.156468653
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7712.316768386
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7647.413147047
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7746.199749107
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7721.046813577
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7612.503890812
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7751.797119719
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7676.152953975
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7918.166270933
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7876.933229269
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7702.880254394
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7952.751348595
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7950.036876288
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8016.594961126
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7828.353488473
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7955.462715655
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8045.225925276
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,7959.020253501
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8020.360779651
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8064.681954157
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8071.883664351
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8114.385798176
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8068.17927125
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8145.081737114
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8165.946686038
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8242.829948629
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8104.951522027
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8232.570142609
CPC_geometry_domain_0_2_e_0.0075_crosshair_localization,Julia,512,0.0075,1.52587890625e-6,1.0e-5,19661,10000,8237.135801535
